BioProject	SRR
576556	11251621
576556	11251620
576556	11251619
576556	11251618
576556	11251617
576556	11251616
576556	11251615
576556	11251614
576556	11251613
576556	11251612
576556	11251611
576556	11251610
576556	11251609
576556	11251608
576556	11251607
576556	11251606
576556	11251605
576020	11252073
576020	11252072
576020	11252071
576020	11252070
576020	11252069
576020	11252068
576020	11252067
576020	11252066
576020	11252065
576020	11252064
576020	11252063
576020	11252062
576020	11252061
576020	11252060
576020	11252059
576020	11252058
576020	11252057
576020	11252056
576020	11252055
576020	11252054
576020	11252053
576020	11252052
576020	11252051
576020	11252050
576020	11252049
576020	11252048
576020	11252047
576020	11252046
576020	11252045
576020	11252044
576020	11252043
576020	11252042
576020	11252041
576020	11252040
576020	11252039
576020	11252038
576020	11252037
576020	11252036
576020	11252035
576020	11252034
576020	11252033
576020	11252032
576020	11252031
576020	11252030
576020	11252029
576020	11252028
576020	11252027
576020	11252026
576020	11252025
576020	11252024
576020	11252023
576020	11252022
576020	11252021
576020	11252020
576020	11252019
576020	11252018
576020	11252017
576020	11252016
576020	11252015
576020	11252014
576020	11252013
576020	11251982
576020	11251981
576020	11251980
576020	11251979
576020	11251978
576020	11251977
576020	11251976
576020	11251975
576020	11251974
576020	11251973
576020	11251972
576020	11251971
576020	11251970
576020	11251969
576020	11251968
576020	11251967
576020	11251966
576020	11251965
576020	11251964
576020	11251963
576020	11251962
576020	11251961
576020	11251960
576020	11251959
576020	11251958
576020	11251957
576020	11251956
576020	11251955
576020	11251954
576020	11251953
576020	11251952
576020	11251951
576020	11251950
576020	11251949
576020	11251948
576020	11251947
576020	11251946
576020	11251945
576020	11251944
576020	11251943
576020	11251942
576020	11251941
576020	11251940
576020	11251939
576020	11251938
576020	11251937
576020	11251936
576020	11251935
576020	11251934
576020	11251933
576020	11251932
576020	11251931
576020	11251930
576020	11251929
576020	11251928
576020	11251927
576020	11251926
576020	11251925
576020	11251924
576020	11251923
576020	11251922
576020	11251921
576020	11251920
576020	11251919
576020	11251918
576020	11251917
576020	11251916
576020	11251915
576020	11251914
576020	11251913
576020	11251912
576020	11251911
576020	11251910
576020	11251909
576020	11251908
576020	11251907
576020	11251906
576020	11251905
576020	11251904
576020	11251903
576020	11251902
576020	11251901
576020	11251900
576020	11251899
576020	11251898
576020	11251897
576020	11251896
576020	11251895
576020	11251894
576020	11251893
576020	11251892
576020	11251891
576020	11251890
576020	11251889
576020	11251888
576020	11251887
576020	11251886
576020	11251885
576020	11251884
576020	11251883
576020	11251882
576020	11251881
576020	11251880
576020	11251879
576020	11251878
576020	11251877
576020	11251876
576020	11251875
576020	11251874
576020	11251873
576020	11251872
576020	11251871
576020	11251870
576020	11251869
576020	11251868
576020	11251867
576020	11251866
576020	11251865
576020	11251864
576020	11251863
576020	11251862
576020	11251861
576020	11251860
576020	11251859
576020	11251858
576020	11251857
576020	11251856
576020	11251855
576020	11251854
576020	11251853
576020	11251852
576020	11251851
576020	11251850
576020	11251849
576020	11251848
576020	11251847
576020	11251846
576020	11251845
576020	11251844
576020	11251843
576020	11251842
576020	11251841
576020	11251840
576020	11251839
576020	11251838
576020	11251837
576020	11251836
576020	11251835
576020	11251834
576020	11251833
576020	11251832
576020	11251831
576020	11251830
576020	11251829
576020	11251828
576020	11251827
576020	11251826
576020	11251825
576020	11251824
576020	11251823
576020	11251822
576020	11251821
576020	11251820
576020	11251819
576020	11251818
576020	11251817
576020	11251816
576020	11251815
576020	11251814
576020	11251813
576020	11251812
576020	11251811
576020	11251810
576020	11251809
576020	11251808
576020	11251807
576020	11251806
576020	11251805
576020	11251804
576020	11251803
576020	11251802
576020	11251801
576020	11251800
576020	11251799
576020	11251798
576020	11251797
576020	11251796
576020	11251795
576020	11251794
576020	11251793
576020	11251792
576020	11251791
576020	11251790
576020	11251789
576020	11251788
576020	11251787
576020	11251786
576020	11251785
576020	11251784
576020	11251783
576020	11251782
576020	11251781
576020	11251780
576020	11251779
576020	11251778
576020	11251777
576020	11251776
576020	11251775
576020	11251774
576020	11251773
576020	11251772
576020	11251771
576020	11251770
576020	11251769
576020	11251768
576020	11251767
576020	11251766
576020	11251765
576020	11251764
576020	11251763
576020	11251762
576020	11251761
576020	11251760
576020	11251759
576020	11251758
576020	11251757
576020	11251756
576020	11251755
576020	11251754
576020	11251753
576020	11251752
576020	11251751
576020	11251750
576020	11251749
576020	11251748
576020	11251747
576020	11251746
576020	11251745
576020	11251744
576020	11251743
576020	11251742
576020	11251741
576020	11251740
576020	11251739
576020	11251738
576020	11251737
576020	11251736
576020	11251735
576020	11251734
576020	11251733
576020	11251732
576020	11251731
576020	11251730
576020	11251729
576020	11251728
576020	11251727
576020	11251726
576020	11251725
576020	11251724
576020	11251723
576020	11251722
576020	11251721
576020	11251720
576020	11251719
576020	11251718
576020	11251717
576020	11251716
576020	11251715
576020	11251714
576020	11251713
576020	11251712
576020	11251711
576020	11251710
576020	11251709
576020	11251708
576020	11251707
576020	11251706
576020	11251705
576020	11251704
576020	11251703
576020	11251702
576020	11251701
576020	11251700
576020	11251699
576020	11251698
576020	11251697
576020	11251696
576020	11251695
576020	11251694
576020	11251693
576020	11251692
576020	11251691
576020	11251690
576020	11251689
576020	11251688
576020	11251687
576020	11251686
576020	11251685
576020	11251684
576020	11251683
576020	11251682
576020	11251681
576020	11251680
576020	11251679
576020	11251678
576020	11251677
576020	11251676
576020	11251675
576020	11251674
576020	11251673
576020	11251672
576020	11251671
576020	11251670
576020	11251669
576020	11251668
576020	11251667
576020	11251666
576020	11251665
576020	11251664
576020	11251663
576020	11251662
576020	11251661
576020	11251660
576020	11251659
576020	11251658
576020	11251657
576020	11251656
576020	11251655
576020	11251654
576020	11251653
576020	11251652
576020	11251651
576020	11251650
576020	11251649
576020	11251648
576020	11251647
576020	11251646
576020	11251645
576020	11251644
576020	11251643
576020	11251642
576020	11251641
576020	11251640
576020	11251639
576020	11251638
576020	11251637
576020	11251636
576020	11251635
576020	11251634
576020	11251633
576020	11251632
576020	11251631
576020	11251630
576020	11251629
576020	11251628
576020	11251627
576020	11251626
576020	11251625
576020	11251624
576020	11251623
576020	11251622
576020	11251621
576020	11251620
576020	11251619
576020	11251618
576020	11251617
576020	11251616
576020	11251615
576020	11251614
576020	11251613
576020	11251612
576020	11251611
576020	11251610
576020	11251609
576020	11251608
576020	11251607
576020	11251606
576020	11251605
576020	11251164
576020	11251163
576020	11251162
576020	11251161
576020	11251160
576020	11251159
576020	11251158
576020	11251157
576020	11251156
576020	11251155
576020	11251154
576020	11251153
576020	11251152
576020	11251151
576020	11251150
576020	11251149
576020	11251148
576020	11251147
576020	11251146
576020	11251145
576020	11251144
576020	11251143
576020	11251142
576020	11251141
576020	11251140
576020	11251139
576020	11251138
576020	11251137
576020	11251136
576020	11251135
576020	11251134
576020	11251133
576020	11251132
576020	11251131
576020	11251130
576020	11251129
576020	11251128
576020	11251127
576020	11251126
576020	11251125
576020	11251124
576020	11251123
576020	11251122
576020	11251121
576020	11251120
576020	11251119
576020	11251118
576020	11251117
576020	11251116
576020	11251115
576020	11251114
576020	11251113
576020	11251112
576020	11251111
576020	11251110
576020	11251109
576020	11251108
576020	11251107
576020	11251106
576020	11251105
576020	11251104
576020	11251103
576020	11251102
576020	11251101
576020	11251100
576020	11251099
576020	11251098
576020	11251097
576020	11251096
576020	11251095
576020	11251094
576020	11251093
576020	11251092
576020	11251091
576020	11251090
576020	11251089
576020	11251088
576020	11251087
576020	11251086
576020	11251085
576020	11251084
576020	11251083
576020	11251082
576020	11251081
576020	11251080
576020	11251079
576020	11251078
576020	11251077
576020	11251076
576020	11251075
576020	11251074
576020	11251073
576020	11251072
576020	11251071
576020	11251070
576020	11251069
576020	11251068
576020	11251067
576020	11251066
576020	11251065
576020	11251064
576020	11251063
576020	11251062
576020	11251061
576020	11251060
576020	11251059
576020	11251058
576020	11251057
576020	11251056
576020	11251055
576020	11251054
576020	11251053
576020	11251052
576020	11251051
576020	11251050
576020	11251049
576020	11251048
576020	11251047
576020	11251046
576020	11251045
576020	11251044
576020	11251043
576020	11251042
576020	11251041
576020	11251040
576020	11251039
576020	11251038
576020	11251037
576020	11251036
576020	11251035
576020	11251034
576020	11251033
576020	11251032
576020	11251031
576020	11251030
576020	11251029
576020	11251028
576020	11251027
576020	11251026
576020	11251025
576020	11251024
576020	11251023
576020	11251022
576020	11251021
576020	11251020
576020	11251019
576020	11251018
576020	11251017
576020	11251016
576020	11251015
576020	11251014
576020	11251013
576020	11251012
576020	11251011
576020	11251010
576020	11251009
576020	11251008
576020	11251007
576020	11251006
576020	11251005
576020	11251004
576020	11251003
576020	11251002
576020	11251001
576020	11251000
576020	11250999
576020	11250998
576020	11250997
576020	11250996
576020	11250995
576020	11250994
576020	11250993
576020	11250992
576020	11250991
576020	11250990
576020	11250989
576020	11250988
576020	11250987
576020	11250986
576020	11250985
576020	11250984
576020	11250983
576020	11250982
576020	11250981
576020	11250980
576020	11250979
576020	11250978
576020	11250977
576020	11250976
576020	11250975
576020	11250974
576020	11250973
576020	11250972
576020	11250971
576020	11250970
576020	11250969
576020	11250968
576020	11250967
576020	11250966
576020	11250965
576020	11250964
576020	11250963
576020	11250962
576020	11250961
576020	11250960
576020	11250959
576020	11250958
576020	11250957
576020	11250956
576020	11250955
576020	11250954
576020	11250953
576020	11250952
576020	11250951
576020	11250950
576020	11250949
576020	11250948
576020	11250947
576020	11250946
576020	11250945
576020	11250944
576020	11250943
576020	11250942
576020	11250941
576020	11250940
576020	11250939
576020	11250938
576020	11250937
576020	11250936
576020	11250935
576020	11250934
576020	11250933
576020	11250932
576020	11250931
576020	11250930
576020	11250929
576020	11250928
576020	11250927
576020	11250926
576020	11250925
576020	11250924
576020	11250923
576020	11250922
576020	11250921
576020	11250920
576020	11250919
576020	11250918
576020	11250917
576020	11250916
576020	11250915
576020	11250914
576020	11250913
576020	11250912
576020	11250911
576020	11250910
576020	11250909
576020	11250908
576020	11250907
576020	11250906
576020	11250905
576020	11250904
576020	11250903
576020	11250902
576020	11250901
576020	11250900
576020	11250899
576020	11250898
576020	11250897
576020	11250896
576020	11250895
576020	11250894
576020	11250893
576020	11250892
576020	11250891
576020	11250890
576020	11250889
576020	11250888
576020	11250887
576020	11250886
576020	11250885
576020	11250884
576020	11250883
576020	11250882
576020	11250881
576020	11250880
576020	11250879
576020	11250878
576020	11250877
576020	11250876
576020	11250875
576020	11250874
576020	11250873
576020	11250872
576020	11250871
576020	11250870
576020	11250869
576020	11250868
576020	11250867
576020	11250866
576020	11250865
576020	11250864
576020	11069123
576020	11069122
576020	11069121
576020	11069120
576020	11069119
576020	11069118
576020	11069117
576020	11069116
576020	11069115
576020	11069114
576020	11069113
576020	11069112
576020	11069111
576020	11069110
576020	11069109
576020	11069108
576020	11069107
576020	11069106
576020	11069105
576020	11069104
576020	11069103
576020	11069102
576020	11069101
576020	11069100
576020	11069099
576020	11069098
576020	11069097
576020	11069096
576020	11069095
576020	11069094
576020	11069093
576020	11069092
576020	11069091
576020	11069090
576020	11069089
576020	11069088
576020	11069087
576020	11069086
576020	11069085
576020	11069084
576020	11069083
576020	11069082
576020	11069081
576020	11069080
576020	11069079
576020	11069078
576020	11069077
576020	11069076
576020	11069075
576020	11069074
576020	11069073
576020	11069072
576020	11069071
576020	11069070
576020	11069069
576020	11069068
576020	11069067
576020	11069066
576020	11069065
576020	11069064
576020	11069063
576020	11069062
576020	11069061
576020	11069060
576020	11069059
576020	11069058
576020	11069057
576020	11069056
576020	11069055
576020	11069054
576020	11069053
576020	11069052
576020	11069051
576020	11069050
576020	11069049
576020	11069048
576020	11069047
576020	11069046
576020	11069045
576020	11069044
576020	11069043
576020	11069042
576020	11069041
576020	11069040
576020	11069039
576020	11069038
576020	11069037
576020	11069036
576020	11069035
576020	11069034
576020	11069033
576020	11069032
576020	11069031
576020	11069030
576020	11069029
576020	11069028
576020	11069027
576020	11069026
576020	11069025
576020	11069024
576020	11069023
576020	11069022
576020	11069021
576020	11069020
576020	11069019
576020	11069018
576020	11069017
576020	11069016
576020	11069015
576020	11069014
576020	11069013
576020	11069012
576020	11069011
576020	11069010
576020	11069009
576020	11069008
576020	11069007
576020	11069006
576020	11069005
576020	11069004
576020	11069003
576020	11069002
576020	11069001
576020	11069000
576020	11068999
576020	11068998
576020	11068997
576020	11068996
576020	11068995
576020	11068994
576020	11068993
576020	11068992
576020	11068991
576020	11068990
576020	11068989
576020	11068988
576020	11068987
576020	11068986
576020	11068985
576020	11068984
576020	11068983
576020	11068982
576020	11068981
576020	11068980
576020	11068979
576020	11068978
576020	11068977
576020	11068976
576020	11068975
576020	11068974
576020	11068973
576020	11068972
576020	11068971
576020	11068970
576020	11068969
576020	11068968
576020	11068967
576020	11068966
576020	11068965
576020	11068964
576020	11068963
576020	11068962
576020	11068961
576020	11068960
576020	11068959
576020	11068958
576020	11068957
576020	11068956
576020	11068955
576020	11068954
576020	11068953
576020	11068952
576020	11068951
576020	11068950
576020	11068949
576020	11068948
576020	11068947
576020	11068946
576020	11068945
576020	11068944
576020	11068943
576020	11068942
576020	11068941
576020	11068940
576020	11068939
576020	11068938
576020	11068937
576020	11068936
576020	11068935
576020	11068934
576020	11068933
576020	11068932
576020	11068931
576020	11068930
576020	11068929
576020	11068928
576020	11068927
576020	11068926
576020	11068925
576020	11068924
576020	11068923
576020	11068922
576020	11068921
576020	11068920
576020	11068919
576020	11068918
576020	11068917
576020	11068916
576020	11068915
576020	11068914
576020	11068913
576020	11068912
576020	11068911
576020	11068910
576020	11068909
576020	11068908
576020	11068907
576020	11068906
576020	11068905
576020	11068904
576020	11068903
576020	11068902
576020	11068901
576020	11068900
576020	11068899
576020	11068898
576020	11068897
576020	11068896
576020	11068895
576020	11068894
576020	11068893
576020	11068892
576020	11068891
576020	11068890
576020	11068889
576020	11068888
576020	11068887
576020	11068886
576020	11068885
576020	11068884
576020	11068883
576020	11068882
576020	11068881
576020	11068880
576020	11068879
576020	11068878
576020	11068877
576020	11068876
576020	11068875
576020	11068874
576020	11068873
576020	11068872
576020	11068871
576020	11068870
576020	11068869
576020	11068868
576020	11068867
576020	11068866
576020	11068865
576020	11068864
576020	11068863
576020	11068862
576020	11068861
576020	11068860
576020	11068859
576020	11068858
576020	11068857
576020	11068856
576020	11068855
576020	11068854
576020	11068853
576020	11068852
576020	11068851
576020	11068850
576020	11068849
576020	11068848
576020	11068847
576020	11068846
576020	11068845
576020	11068844
576020	11068843
576020	11068842
576020	11068841
576020	11068840
576020	11068839
576020	11068838
576020	11068837
576020	11068836
576020	11068835
576020	11068834
576020	11068833
576020	11068832
576020	11068831
576020	11068830
576020	11068829
576020	11068828
576020	11068827
576020	11068826
576020	11068825
576020	11068824
576020	11068823
576020	11068822
576020	11068821
576020	11068820
576020	11068819
576020	11068818
576020	11068817
576020	11068816
576020	11068815
576020	11068814
576020	11068813
576020	11068812
576020	11068811
576020	11068810
576020	11068809
576020	11068808
576020	11068807
576020	11068806
576020	11068805
576020	11068804
576020	11068803
576020	11068802
576020	11068801
576020	11068800
576020	11068799
576020	11068798
576020	11068797
576020	11068796
576020	11068795
576020	11068794
576020	11068793
576020	11068792
576020	11068791
576020	11068790
576020	11068789
576020	11068788
576020	11068787
576020	11068786
576020	11068785
576020	11068784
576020	11068783
576020	11068782
576020	11068781
576020	11068780
576020	11068779
576020	11068778
576020	11068777
576020	11068776
576020	11068775
576020	11068774
576020	11068773
576020	11068772
576020	11068771
576020	11068770
576020	11068769
576020	11068768
576020	11068767
576020	11068766
576020	11068765
576020	11068764
576020	11068763
576020	11068762
576020	11068761
576020	11068760
576020	11068759
576020	11068758
576020	11068757
576020	11068756
576020	11068755
576020	11068754
576020	11068753
576020	11068752
576020	11068751
576020	11068750
576020	11068749
576020	11068748
576020	11068747
576020	11068746
576020	11068745
576020	11068744
576020	11068743
576020	11068742
576020	11068741
576020	11068740
576020	11068228
576020	11068227
576020	11068226
576020	11068225
576020	11068224
576020	11068223
576020	11068222
576020	11068221
576020	11068220
576020	11068219
576020	11068218
576020	11068217
576020	11068216
576020	11068215
576020	11068214
576020	11068213
576020	11068212
576020	11068211
576020	11068210
576020	11068209
576020	11068208
576020	11068207
576020	11068206
576020	11068205
576020	11068204
576020	11068203
576020	11068202
576020	11068201
576020	11068200
576020	11068199
576020	11068198
576020	11068197
576020	11068196
576020	11068195
576020	11068194
576020	11068193
576020	11068192
576020	11068191
576020	11068190
576020	11068189
576020	11068188
576020	11068187
576020	11068186
576020	11068185
576020	11068184
576020	11068183
576020	11068182
576020	11068181
576020	11068180
576020	11068179
576020	11068178
576020	11068177
576020	11068176
576020	11068175
576020	11068174
576020	11068173
576020	11068172
576020	11068171
576020	11068170
576020	11068169
576020	11068168
576020	11068167
576020	11068166
576020	11068165
576020	11068164
576020	11068163
576020	11068162
576020	11068161
576020	11068160
576020	11068159
576020	11068158
576020	11068157
576020	11068156
576020	11068155
576020	11068154
576020	11068153
576020	11068152
576020	11068151
576020	11068150
576020	11068149
576020	11068148
576020	11068147
576020	11068146
576020	11068145
576020	11068144
576020	11068143
576020	11068142
576020	11068141
576020	11068140
576020	11068139
576020	11068138
576020	11068137
576020	11068136
576020	11068135
576020	11068134
576020	11068133
576020	11068132
576020	11068131
576020	11068130
576020	11068129
576020	11068128
576020	11068127
576020	11068126
576020	11068125
576020	11068124
576020	11068123
576020	11068122
576020	11068121
576020	11068120
576020	11068119
576020	11068118
576020	11068117
576020	11068116
576020	11068115
576020	11068114
576020	11068113
576020	11068112
576020	11068111
576020	11068110
576020	11068109
576020	11068108
576020	11068107
576020	11068106
576020	11068105
576020	11068104
576020	11068103
576020	11068102
576020	11068101
576020	11068100
576020	11068099
576020	11068098
576020	11068097
576020	11068096
576020	11068095
576020	11068094
576020	11068093
576020	11068092
576020	11068091
576020	11068090
576020	11068089
576020	11068088
576020	11068087
576020	11068086
576020	11068085
576020	11068084
576020	11068083
576020	11068082
576020	11068081
576020	11068080
576020	11068079
576020	11068078
576020	11068077
576020	11068076
576020	11068075
576020	11068074
576020	11068073
576020	11068072
576020	11068071
576020	11068070
576020	11068069
576020	11068068
576020	11068067
576020	11068066
576020	11068065
576020	11068064
576020	11068063
576020	11068062
576020	11068061
576020	11068060
576020	11068059
576020	11068058
576020	11068057
576020	11068056
576020	11068055
576020	11068054
576020	11068053
576020	11068052
576020	11068051
576020	11068050
576020	11068049
576020	11068048
576020	11068047
576020	11068046
576020	11068045
576020	11068044
576020	11068043
576020	11068042
576020	11068041
576020	11068040
576020	11068039
576020	11068038
576020	11068037
576020	11068036
576020	11068035
576020	11068034
576020	11068033
576020	11068032
576020	11068031
576020	11068030
576020	11068029
576020	11068028
576020	11068027
576020	11068026
576020	11068025
576020	11068024
576020	11068023
576020	11068022
576020	11068021
576020	11068020
576020	11068019
576020	11068018
576020	11068017
576020	11068016
576020	11068015
576020	11068014
576020	11068013
576020	11068012
576020	11068011
576020	11068010
576020	11068009
576020	11068008
576020	11068007
576020	11068006
576020	11068005
576020	11068004
576020	11068003
576020	11068002
576020	11068001
576020	11068000
576020	11067999
576020	11067998
576020	11067997
576020	11067996
576020	11067995
576020	11067994
576020	11067993
576020	11067992
576020	11067991
576020	11067990
576020	11067989
576020	11067988
576020	11067987
576020	11067986
576020	11067985
576020	11067984
576020	11067983
576020	11067982
576020	11067981
576020	11067980
576020	11067979
576020	11067978
576020	11067977
576020	11067976
576020	11067975
576020	11067974
576020	11067973
576020	11067972
576020	11067971
576020	11067970
576020	11067969
576020	11067968
576020	11067967
576020	11067966
576020	11067965
576020	11067964
576020	11067963
576020	11067962
576020	11067961
576020	11067960
576020	11067959
576020	11067958
576020	11067957
576020	11067956
576020	11067955
576020	11067954
576020	11067953
576020	11067952
576020	11067951
576020	11067950
576020	11067949
576020	11067948
576020	11067947
576020	11067946
576020	11067945
576020	11067944
576020	11067943
576020	11067942
576020	11067941
576020	11067940
576020	11067939
576020	11067938
576020	11067937
576020	11067936
576020	11067935
576020	11067934
576020	11067933
576020	11067932
576020	11067931
576020	11067930
576020	11067929
576020	11067928
576020	11067927
576020	11067926
576020	11067925
576020	11067924
576020	11067923
576020	11067922
576020	11067921
576020	11067920
576020	11067919
576020	11067918
576020	11067917
576020	11067916
576020	11067915
576020	11067914
576020	11067913
576020	11067912
576020	11067911
576020	11067910
576020	11067909
576020	11067908
576020	11067907
576020	11067906
576020	11067905
576020	11067904
576020	11067903
576020	11067902
576020	11067901
576020	11067900
576020	11067899
576020	11067898
576020	11067897
576020	11067896
576020	11067895
576020	11067894
576020	11067893
576020	11067892
576020	11067891
576020	11067890
576020	11067889
576020	11067888
576020	11067887
576020	11067886
576020	11067885
576020	11067884
576020	11067883
576020	11067882
576020	11067881
576020	11067880
576020	11067879
576020	11067878
576020	11067877
576020	11067876
576020	11067875
576020	11067874
576020	11067873
576020	11067872
576020	11067871
576020	11067870
576020	11067869
576020	11067868
576020	11067867
576020	11067866
576020	11067865
576020	11067864
576020	11067863
576020	11067862
576020	11067861
576020	11067860
576020	11067859
576020	11067858
576020	11067857
576020	11067856
576020	11067855
576020	11067854
576020	11067853
576020	11067852
576020	11067851
576020	11067850
576020	11067849
576020	11067848
576020	11067847
576020	11067846
576020	11067845
576020	11067844
576020	11067843
524291	7348444
524291	7348443
524291	7348442
524291	7348441
524291	7348440
524291	7348439
524291	7348438
524291	7348437
524291	7348436
524291	7348435
524291	7348434
524291	7348433
524291	7348432
524291	7348431
524291	7348430
524291	7348429
524291	7348428
524291	7348427
524291	7348426
524291	7348425
524291	7348424
524291	7348423
524291	7348422
524291	7348421
524291	7348420
524291	7348419
524291	7348418
524291	7348417
524291	7348416
524291	7348415
524291	7348414
524291	7348413
524291	7348412
524291	7348411
524291	7348410
524291	7348409
524291	7348408
524291	7348407
524291	7348406
524291	7348405
524291	7348404
524291	7348403
524291	7348402
524291	7348401
524291	7348400
524291	7348399
524291	7348398
524291	7348397
524291	7348396
524291	7348395
524291	7348394
524291	7348393
524291	7348392
524291	7348391
524291	7348390
524291	7348389
524291	7348388
524291	7348387
360672	3644005
360672	3644004
360672	3644003
360672	3644002
360672	3644001
360672	3644000
